Question,Answer
How can I cancel JioAutoPay?,"Please find below steps to cancel JioAutoPay through  MyJio  App. 
Step 1 : Open MyJio App 
Step 2 : Tap on the Menu option (Top Left corner) 
Step 3 : Tap on JioPay and Select  JioAutoPay 
Step 4 : Now select the Bank/Credit Card no. details, click on ""Cancel"" to cancel JioAutoPay"
What is the UPI tab in MyJio? What is it used for? (OR) What kind of transactions can I perform using UPI?,"We have introduced BHIM UPI functionality in MyJio app, by using this functionality you can create your own a Jio UPI handle by linking any Savings, Current or Overdraft account to it and using it as a payment mode for performing transactions. You can perform various transactions using a Jio UPI handle like instant money transfer from 1 bank to another, Bill Payment,  Recharge  and so also pay merchants who accept UPI as payment mode. The UPI tab is currently available to all MyJio Customers."
Is there any limit on transactions performed through UPI ID? (OR) What is the minimum and maximum limit of money transfer and number of transactions through UPI?,"If you are registering for UPI services for the first time or performing device binding after changing your  SIM  or device, the limits applicable within 24 hrs of the 1st transaction are: 
 Within 24 Hours of performing 1st UPI Transaction 
 
 
 
 
 Details 
 
 
 Limit 
 
 
 Send 
 
 
 Receive 
 
 
 
 
 Amount Limit 
 
 
 Minimum Transaction Amount 
 
 
 Rs. 1 
 
 
 Rs. 1 
 
 
 
 
 Amount Limit 
 
 
 Maximum Transaction Amount 
 
 
 Rs.5000 
 
 
 Rs.5000 
 
 
 
 
 No of Transactions limit 
 
 
 Minimum Number of Transaction per day(irrespective of the number of Banks linked to your UPI ID) 
 
 
 No limit 
 
 
 No limit 
 
 
 
 
 No of Transactions limit 
 
 
 Maximum Number of Transaction per day (irrespective of the number of Banks linked to your UPI ID) 
 
 
 5 
 
 
 5 
 
 
 
 
 If you are an existing UPI user and have already performed device binding, the limits after 24 hours of performing the 1st UPI transaction are: 
 After 24 Hours of performing 1st UPI Transaction 
 
 
 
 
 Details 
 
 
 Limit 
 
 
 Send P2P 
 
 
 Send P2M 
 
 
 Receive 
 
 
 
 
 Amount Limit 
 
 
 Minimum Transaction Amount 
 
 
 Rs. 1 
 
 
 Rs. 1 
 
 
 Rs. 1 
 
 
 
 
 Amount Limit 
 
 
 Maximum Transaction Amount 
 
 
 Rs. 5000 
 
 
 Rs. 1 Lakh 
 
 
 Rs. 1 Lakh 
 
 
 
 
 No of Transactions limit 
 
 
 Minimum Number of Transaction per day (irrespective of the number of Banks linked to your UPI ID) 
 
 
 No limit 
 
 
 No limit 
 
 
 No limit 
 
 
 
 
 No of Transactions limit 
 
 
 Maximum Number of Transaction per day(irrespective of the number of Banks linked to your UPI ID) 
 
 
 5 
 
 
 No limit 
 
 
 5"
What billers are available for use for UPI?,All billers which are under the Bharat  BillPay System are available for use under  MyJio  UPI.
"I don t have a Jio number, will I be able to create a Jio UPI handle?",You can create an @Jio UPI handle only if you are a   MyJio or JioMoney customer.
Can I use my existing UPI ID in MyJio?,"To use the UPI service from  MyJio app  , you will have to create a unique Jio handle by linking your Savings, Current or Overdraft Account to it. Any other existing UPI ID cannot be used"
How many Bank accounts can I link with MyJio?,"There is no limit on the number of bank accounts that you can link with  MyJio . 
However please assure that the bank account that you are trying to link to MyJio should be linked with the mobile number that was used while creating the UPI Account. As UPI fetches the bank account from the mobile number that was used while creating the UPI account."
Is MyJio UPI safe to use?,MyJio  UPI service is highly secure platform where user data safety is our utmost priority. We follow all the necessary guidelines and have undertaken all the measures to make this digital payment platform safer for you.
How do I create a UPI Handle on MyJio?,"When you first complete the device binding process for  MyJio  UPI, you will find your VPA handle already created for you at the end of the process. This handle will always be your PhoneNumber@Jio."
What is the difference between VPA and UPI?,"VPA or Handle  – A VPA or a Handle is a unique identifier for your account which allows us to identify your transactions as exclusively yours. 
 UPI  – UPI is the service that creates these handles and allows you to make payments."
How many UPI/VPA handles can be added to my number?,"You can add only 3 VPA handle to your number. 

Once the VPA handle is added, even if you delete any one of the VPA handle that you have added before, you will not be able to add anymore VPA handle further."
How many times can I attempt device binding in a day?,"You can make 3 attempts of Device binding in a day. 
Once the limit is breached you will not be able to proceed from the  SIM  selection screen and will have to wait for next 24 hours to retry device binding."
Why has my device binding request declined?,"If the same SMS of device binding is copied from the original source (device) and sent to another number on a different device, then device binding request will be declined for both the numbers."
Why is my UPI handle not visible?,Your UPI Handle will be visible only for the latest version of  MyJio  that is 6.0.06 and above. Please update your MyJio version from app store or play store.
Why has my device binding request failed?,"You must complete your device binding process within 30 seconds from the time you have initiated. 

However, if you have exceeded the time limit your request will fail and you will have to try again.."
Why is the UPI tab not visible in MyJio App of my iOS device (For iPhone customers only)?,You will be able to view the UPI tab in  MyJio  App only if your iOS version is above 6 and 6s.
Why did my verification SMS fail for my iOS device? (For iPhone customers only),"You must send the verification SMS within 5 seconds from the time of process initiation. 

However, if you exceed the time limit your SMS verification request will fail and you will have to send SMS again."
What is UPI PIN?,"The UPI PIN is a 4 or 6-digit pin that you can create during your first time registration with  MyJio  UPI. 
This PIN is unique to your bank account and not to your mobile number or UPI handle. 
The length of the PIN is bank specific and is not decided by MyJio. 
UPI PIN is very confidential as it is used to authenticate all your UPI transactions, hence do not share it with anyone."
How can I reset my UPI PIN? What happens if I forgot my UPI PIN?,"As your UPI PIN is unique to your bank account and not to your mobile number, you can reset it when you register a bank account or by choosing “Reset Pin “option for the bank account in the  MyJio  App"
"I am putting correct UPI PIN however it is not being accepted, what do I do?",Please reset your UPI Pin for the account by choosing “Reset Pin” option for the bank account.
